ncbi_id,reactome_id,reactome_name
2885,R-HSA-5654699,SHC-mediated cascade:FGFR2
2885,R-HSA-5654700,FRS-mediated FGFR2 signaling
2885,R-HSA-5654704,SHC-mediated cascade:FGFR3
2885,R-HSA-5654706,FRS-mediated FGFR3 signaling
2885,R-HSA-5654710,PI-3K cascade:FGFR3
2885,R-HSA-5654712,FRS-mediated FGFR4 signaling
2885,R-HSA-5654719,SHC-mediated cascade:FGFR4
2885,R-HSA-5654720,PI-3K cascade:FGFR4
2885,R-HSA-5654726,Negative regulation of FGFR1 signaling
2885,R-HSA-5654727,Negative regulation of FGFR2 signaling
2885,R-HSA-5654732,Negative regulation of FGFR3 signaling
2885,R-HSA-5654733,Negative regulation of FGFR4 signaling
2885,R-HSA-5655253,Signaling by FGFR2 in disease
2885,R-HSA-5655291,Signaling by FGFR4 in disease
2885,R-HSA-5655302,Signaling by FGFR1 in disease
2885,R-HSA-5655332,Signaling by FGFR3 in disease
2885,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs
2885,R-HSA-5673001,RAF/MAP kinase cascade
2885,R-HSA-6807004,Negative regulation of MET activity
2885,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
2885,R-HSA-74749,Signal attenuation
2885,R-HSA-74751,Insulin receptor signalling cascade
2885,R-HSA-8851805,MET activates RAS signaling
2885,R-HSA-8851907,MET activates PI3K/AKT signaling
2885,R-HSA-8853659,RET signaling
2885,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
2885,R-HSA-8856828,Clathrin-mediated endocytosis
2885,R-HSA-8865999,MET activates PTPN11
2885,R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell
2885,R-HSA-8875555,MET activates RAP1 and RAC1
2885,R-HSA-8875656,MET receptor recycling
2885,R-HSA-8983432,Interleukin-15 signaling
2885,R-HSA-9013420,RHOU GTPase cycle
2885,R-HSA-9026519,Activated NTRK2 signals through RAS
2885,R-HSA-9027284,Erythropoietin activates RAS
2885,R-HSA-9028335,Activated NTRK2 signals through PI3K
2885,R-HSA-9028731,Activated NTRK2 signals through FRS2 and FRS3
2885,R-HSA-9034864,Activated NTRK3 signals through RAS
2885,R-HSA-912526,Interleukin receptor SHC signaling
2885,R-HSA-912631,Regulation of signaling by CBL
2885,R-HSA-9607240,FLT3 Signaling
2885,R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2
2885,R-HSA-9645135,STAT5 Activation
2885,R-HSA-9664422,FCGR3A-mediated phagocytosis
2885,R-HSA-9664565,Signaling by ERBB2 KD Mutants
2885,R-HSA-9665348,Signaling by ERBB2 ECD mutants
2885,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants
2885,R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants"
2885,R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants"
2885,R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants
2885,R-HSA-9674555,Signaling by CSF3 (G-CSF)
2885,R-HSA-9679191,Potential therapeutics for SARS
2885,R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells
2885,R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants
2885,R-HSA-9703465,Signaling by FLT3 fusion proteins
2885,R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants
2885,R-HSA-9725370,Signaling by ALK fusions and activated point mutants
2885,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
2885,R-HSA-9842663,Signaling by LTK
2885,R-HSA-9927353,Co-inhibition by BTLA
2886,R-HSA-1306955,GRB7 events in ERBB2 signaling
2886,R-HSA-1433557,Signaling by SCF-KIT
2886,R-HSA-186763,Downstream signal transduction
2886,R-HSA-210993,Tie2 Signaling
2886,R-HSA-8853659,RET signaling
2886,R-HSA-9696273,RND1 GTPase cycle
2887,R-HSA-1433557,Signaling by SCF-KIT
2887,R-HSA-74713,IRS activation
2887,R-HSA-74749,Signal attenuation
2887,R-HSA-74751,Insulin receptor signalling cascade
2887,R-HSA-8853659,RET signaling
2887,R-HSA-9607240,FLT3 Signaling
2887,R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency
2888,R-HSA-210993,Tie2 Signaling
2889,R-HSA-170968,Frs2-mediated activation
2889,R-HSA-186763,Downstream signal transduction
2889,R-HSA-8875555,MET activates RAP1 and RAC1
2889,R-HSA-9013423,RAC3 GTPase cycle
2889,R-HSA-9027284,Erythropoietin activates RAS
2889,R-HSA-912631,Regulation of signaling by CBL
2890,R-HSA-204005,COPII-mediated vesicle transport
2890,R-HSA-399710,Activation of AMPA receptors
2890,R-HSA-399719,Trafficking of AMPA receptors
2890,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors
2890,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
2890,R-HSA-5694530,Cargo concentration in the ER
2890,R-HSA-8849932,Synaptic adhesion-like molecules
2890,R-HSA-9620244,Long-term potentiation
2891,R-HSA-399710,Activation of AMPA receptors
2891,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors
2891,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
2891,R-HSA-9022699,MECP2 regulates neuronal receptors and channels
2891,R-HSA-9620244,Long-term potentiation
2892,R-HSA-399710,Activation of AMPA receptors
2892,R-HSA-399719,Trafficking of AMPA receptors
2892,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors
2892,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
2892,R-HSA-8849932,Synaptic adhesion-like molecules
2893,R-HSA-399710,Activation of AMPA receptors
2893,R-HSA-399719,Trafficking of AMPA receptors
2893,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors
2893,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
2893,R-HSA-8849932,Synaptic adhesion-like molecules
28952,R-HSA-8951664,Neddylation
28956,R-HSA-1632852,Macroautophagy
28956,R-HSA-165159,MTOR signalling
28956,R-HSA-166208,mTORC1-mediated signalling
28956,R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK
28956,R-HSA-5628897,TP53 Regulates Metabolic Genes
28956,R-HSA-5674135,MAP2K and MAPK activation
28956,R-HSA-6798695,Neutrophil degranulation
28956,R-HSA-8943724,Regulation of PTEN gene transcription
28956,R-HSA-9639288,Amino acids regulate mTORC1
28957,R-HSA-5368286,Mitochondrial translation initiation
28957,R-HSA-5389840,Mitochondrial translation elongation
28957,R-HSA-5419276,Mitochondrial translation termination
28957,R-HSA-9937383,Mitochondrial ribosome-associated quality control
28958,R-HSA-9864848,Complex IV assembly
2896,R-HSA-6798695,Neutrophil degranulation
28960,R-HSA-429958,mRNA decay by 3' to 5' exoribonuclease
28962,R-HSA-2672351,Stimuli-sensing channels
28964,R-HSA-3928664,Ephrin signaling
28964,R-HSA-9013148,CDC42 GTPase cycle
28964,R-HSA-9013149,RAC1 GTPase cycle
28964,R-HSA-9013404,RAC2 GTPase cycle
28964,R-HSA-9013406,RHOQ GTPase cycle
28964,R-HSA-9013409,RHOJ GTPase cycle
28964,R-HSA-9013420,RHOU GTPase cycle
28964,R-HSA-9013423,RAC3 GTPase cycle
28964,R-HSA-9013424,RHOV GTPase cycle
28964,R-HSA-9619229,Activation of RAC1 downstream of NMDARs
28965,R-HSA-804914,Transport of fatty acids
2897,R-HSA-451307,Activation of Na-permeable kainate receptors
2897,R-HSA-451308,Activation of Ca-permeable Kainate Receptor
28972,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane
28972,R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)"
28972,R-HSA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"
28972,R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin"
28972,R-HSA-9768727,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane
28972,R-HSA-9828806,Maturation of hRSV A proteins
28972,R-HSA-9918432,Maturation of DENV proteins
28973,R-HSA-5368286,Mitochondrial translation initiation
28973,R-HSA-5389840,Mitochondrial translation elongation
28973,R-HSA-5419276,Mitochondrial translation termination
28973,R-HSA-9937383,Mitochondrial ribosome-associated quality control
28976,R-HSA-6799198,Complex I biogenesis
28977,R-HSA-5368286,Mitochondrial translation initiation
28977,R-HSA-5389840,Mitochondrial translation elongation
28977,R-HSA-5419276,Mitochondrial translation termination
28977,R-HSA-9937383,Mitochondrial ribosome-associated quality control
2898,R-HSA-451307,Activation of Na-permeable kainate receptors
2898,R-HSA-451308,Activation of Ca-permeable Kainate Receptor
28981,R-HSA-5620924,Intraflagellar transport
28982,R-HSA-189451,Heme biosynthesis
28982,R-HSA-917937,Iron uptake and transport
28984,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
28987,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol
2899,R-HSA-451308,Activation of Ca-permeable Kainate Receptor
2899,R-HSA-500657,Presynaptic function of Kainate receptors
28991,R-HSA-8951664,Neddylation
28996,R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression
28996,R-HSA-3899300,SUMOylation of transcription cofactors
28996,R-HSA-5578768,Physiological factors
28996,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation
28996,R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known
28996,R-HSA-9022692,Regulation of MECP2 expression and activity
28998,R-HSA-5368286,Mitochondrial translation initiation
28998,R-HSA-5389840,Mitochondrial translation elongation
28998,R-HSA-5419276,Mitochondrial translation termination
28998,R-HSA-9937383,Mitochondrial ribosome-associated quality control
28999,R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian expression"
29,R-HSA-193648,NRAGE signals death through JNK
29,R-HSA-416482,G alpha (12/13) signalling events
29,R-HSA-8980692,RHOA GTPase cycle
29,R-HSA-9013026,RHOB GTPase cycle
29,R-HSA-9013106,RHOC GTPase cycle
29,R-HSA-9013148,CDC42 GTPase cycle
29,R-HSA-9013149,RAC1 GTPase cycle
29,R-HSA-9013404,RAC2 GTPase cycle
29,R-HSA-9013423,RAC3 GTPase cycle
290,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins
290,R-HSA-6798695,Neutrophil degranulation
2900,R-HSA-451308,Activation of Ca-permeable Kainate Receptor
2901,R-HSA-451308,Activation of Ca-permeable Kainate Receptor
2902,R-HSA-3928662,EPHB-mediated forward signaling
2902,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
2902,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor
2902,R-HSA-5673001,RAF/MAP kinase cascade
2902,R-HSA-6794361,Neurexins and neuroligins
2902,R-HSA-8849932,Synaptic adhesion-like molecules
2902,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
2902,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission
2902,R-HSA-9620244,Long-term potentiation
29028,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
2903,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
2903,R-HSA-6794361,Neurexins and neuroligins
2903,R-HSA-8849932,Synaptic adhesion-like molecules
2903,R-HSA-9022699,MECP2 regulates neuronal receptors and channels
2903,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
2903,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission
2903,R-HSA-9620244,Long-term potentiation
2904,R-HSA-3928662,EPHB-mediated forward signaling
2904,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
2904,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor
2904,R-HSA-5673001,RAF/MAP kinase cascade
2904,R-HSA-6794361,Neurexins and neuroligins
2904,R-HSA-8849932,Synaptic adhesion-like molecules
2904,R-HSA-9022699,MECP2 regulates neuronal receptors and channels
2904,R-HSA-9032500,Activated NTRK2 signals through FYN
2904,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
2904,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission
2904,R-HSA-9620244,Long-term potentiation
2905,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
2905,R-HSA-6794361,Neurexins and neuroligins
2905,R-HSA-8849932,Synaptic adhesion-like molecules
2905,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
2905,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission
2905,R-HSA-9620244,Long-term potentiation
2906,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
2906,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor
2906,R-HSA-5673001,RAF/MAP kinase cascade
2906,R-HSA-6794361,Neurexins and neuroligins
2906,R-HSA-8849932,Synaptic adhesion-like molecules
2906,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
2906,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission
2906,R-HSA-9620244,Long-term potentiation
29062,R-HSA-9013148,CDC42 GTPase cycle
29071,R-HSA-5083632,Defective C1GALT1C1 causes TNPS
29071,R-HSA-913709,O-linked glycosylation of mucins
29072,R-HSA-3214841,PKMTs methylate histone lysines
29074,R-HSA-5368286,Mitochondrial translation initiation
29074,R-HSA-5389840,Mitochondrial translation elongation
29074,R-HSA-5419276,Mitochondrial translation termination
29074,R-HSA-9937383,Mitochondrial ribosome-associated quality control
29078,R-HSA-6799198,Complex I biogenesis
29079,R-HSA-1989781,PPARA activates gene expression
29079,R-HSA-212436,Generic Transcription Pathway
29079,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation
29079,R-HSA-9833110,RSV-host interactions
29079,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
2908,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
2908,R-HSA-383280,Nuclear Receptor transcription pathway
2908,R-HSA-4090294,SUMOylation of intracellular receptors
2908,R-HSA-8849473,PTK6 Expression
2908,R-HSA-8939902,Regulation of RUNX2 expression and activity
2908,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes"
2908,R-HSA-9679191,Potential therapeutics for SARS
2908,R-HSA-9768777,Regulation of NPAS4 gene transcription
29080,R-HSA-5683826,Surfactant metabolism
29082,R-HSA-162588,Budding and maturation of HIV virion
29082,R-HSA-1632852,Macroautophagy
29082,R-HSA-5620971,Pyroptosis
29082,R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT)
29082,R-HSA-9610379,HCMV Late Events
29082,R-HSA-9615710,Late endosomal microautophagy
29082,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
29082,R-HSA-9679504,Translation of Replicase and Assembly of the Replication Transcription Complex
29082,R-HSA-9694676,Translation of Replicase and Assembly of the Replication Transcription Complex
29086,R-HSA-5689901,Metalloprotease DUBs
29086,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
29086,R-HSA-5693571,Nonhomologous End-Joining (NHEJ)
29086,R-HSA-5693607,Processing of DNA double-strand break ends
29086,R-HSA-69473,G2/M DNA damage checkpoint
29088,R-HSA-5368286,Mitochondrial translation initiation
29088,R-HSA-5389840,Mitochondrial translation elongation
29088,R-HSA-5419276,Mitochondrial translation termination
29088,R-HSA-9937383,Mitochondrial ribosome-associated quality control
29089,R-HSA-6783310,Fanconi Anemia Pathway
29089,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes
2909,R-HSA-416550,Sema4D mediated inhibition of cell attachment and migration
2909,R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases"
2909,R-HSA-8980692,RHOA GTPase cycle
2909,R-HSA-9013026,RHOB GTPase cycle
2909,R-HSA-9013106,RHOC GTPase cycle
2909,R-HSA-9013148,CDC42 GTPase cycle
2909,R-HSA-9013149,RAC1 GTPase cycle
2909,R-HSA-9013404,RAC2 GTPase cycle
2909,R-HSA-9013405,RHOD GTPase cycle
2909,R-HSA-9013406,RHOQ GTPase cycle
2909,R-HSA-9013408,RHOG GTPase cycle
2909,R-HSA-9013409,RHOJ GTPase cycle
2909,R-HSA-9013423,RAC3 GTPase cycle
2909,R-HSA-9696264,RND3 GTPase cycle
2909,R-HSA-9696270,RND2 GTPase cycle
2909,R-HSA-9696273,RND1 GTPase cycle
29090,R-HSA-1268020,Mitochondrial protein import
29090,R-HSA-9864848,Complex IV assembly
29093,R-HSA-5368286,Mitochondrial translation initiation
29093,R-HSA-5389840,Mitochondrial translation elongation
29093,R-HSA-5419276,Mitochondrial translation termination
29093,R-HSA-9937383,Mitochondrial ribosome-associated quality control
29095,R-HSA-1660661,Sphingolipid de novo biosynthesis
29098,R-HSA-5576892,Phase 0 - rapid depolarisation
29099,R-HSA-6798695,Neutrophil degranulation
29099,R-HSA-8951664,Neddylation
29101,R-HSA-6807505,RNA polymerase II transcribes snRNA genes
29102,R-HSA-203927,MicroRNA (miRNA) biogenesis
29104,R-HSA-156581,Methylation
29104,R-HSA-72764,Eukaryotic Translation Termination
29106,R-HSA-114608,Platelet degranulation 
29106,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
29106,R-HSA-8957275,Post-translational protein phosphorylation
29107,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript
29108,R-HSA-5660668,CLEC7A/inflammasome pathway
29108,R-HSA-6798695,Neutrophil degranulation
29108,R-HSA-844456,The NLRP3 inflammasome
29108,R-HSA-844615,The AIM2 inflammasome
29108,R-HSA-9660826,Purinergic signaling in leishmaniasis infection
29108,R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses
2911,R-HSA-416476,G alpha (q) signalling events
2911,R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors)
2911,R-HSA-6794361,Neurexins and neuroligins
2911,R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste"
29110,R-HSA-1606341,IRF3 mediated activation of type 1 IFN
29110,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta
29110,R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA
29110,R-HSA-3249367,STAT6-mediated induction of chemokines
29110,R-HSA-3270619,IRF3-mediated induction of type I IFN
29110,R-HSA-5205685,PINK1-PRKN Mediated Mitophagy
29110,R-HSA-5357786,TNFR1-induced proapoptotic signaling
29110,R-HSA-5357905,Regulation of TNFR1 signaling
